director_name,actor_1_name,actor_2_name,language,country,genres,movie_title,combined,Combined1
Qasim Basir,Dorian Missick,Nia Long,English,USA,Drama Family,mooz-lum,Qasim Basir Dorian Missick Nia Long Drama Family mooz-lum,mooz-lum English Drama Family
Adam Green,Joel David Moore,Kane Hodder,English,USA,Comedy Horror,hatchet,Adam Green Joel David Moore Kane Hodder Comedy Horror hatchet,hatchet English Comedy Horror
Charles Chaplin,Paulette Goddard,Stanley Blystone,English,USA,Comedy Drama Family,modern times,Charles Chaplin Paulette Goddard Stanley Blystone Comedy Drama Family modern times,modern times English Comedy Drama Family
Pete Jones,Brian Dennehy,Aidan Quinn,English,USA,Drama,stolen summer,Pete Jones Brian Dennehy Aidan Quinn Drama stolen summer,stolen summer English Drama
Bruce Campbell,Ted Raimi,Dan Hicks,English,USA,Comedy Fantasy,my name is bruce,Bruce Campbell Ted Raimi Dan Hicks Comedy Fantasy my name is bruce,my name is bruce English Comedy Fantasy
Mark Brown,Vivica A. Fox,Monica Calhoun,English,USA,Comedy Drama,the salon,Mark Brown Vivica A. Fox Monica Calhoun Comedy Drama the salon,the salon English Comedy Drama
Adam Carolla,Jay Mohr,Jim O'Heir,English,USA,Comedy,road hard,Adam Carolla Jay Mohr Jim O'Heir Comedy road hard,road hard English Comedy
Ira Sachs,Rip Torn,Jenny O'Hara,English,USA,Drama Music Romance,forty shades of blue,Ira Sachs Rip Torn Jenny O'Hara Drama Music Romance forty shades of blue,forty shades of blue English Drama Music Romance
John Sayles,Brian Lee Franklin,John Arcilla,English,USA,Drama War,amigo,John Sayles Brian Lee Franklin John Arcilla Drama War amigo,amigo English Drama War
Bruce McDonald,Stephen McHattie,Georgina Reilly,English,Canada,Fantasy Horror,pontypool,Bruce McDonald Stephen McHattie Georgina Reilly Fantasy Horror pontypool,pontypool English Fantasy Horror
James Mottern,Jimmy Bennett,Joey Lauren Adams,English,USA,Drama,trucker,James Mottern Jimmy Bennett Joey Lauren Adams Drama trucker,trucker English Drama
Jaime Zevallos,Angela Sarafyan,Jaime Zevallos,English,USA,Comedy Drama Romance,me you and five bucks,Jaime Zevallos Angela Sarafyan Jaime Zevallos Comedy Drama Romance me you and five bucks,me you and five bucks English Comedy Drama Romance
Rob Zombie,Sid Haig,Dee Wallace,English,USA,Drama Fantasy Horror Thriller,the lords of salem,Rob Zombie Sid Haig Dee Wallace Drama Fantasy Horror Thriller the lords of salem,the lords of salem English Drama Fantasy Horror Thriller
Gerard Johnstone,Morgana O'Reilly,Bruce Hopkins,English,New Zealand,Comedy Horror Mystery,housebound,Gerard Johnstone Morgana O'Reilly Bruce Hopkins Comedy Horror Mystery housebound,housebound English Comedy Horror Mystery
Robert Greenwald,Lee Scott,Jon Hunter,English,USA,Documentary,wal-mart: the high cost of low price,Robert Greenwald Lee Scott Jon Hunter Documentary wal-mart: the high cost of low price,wal-mart: the high cost of low price English Documentary
David Ray,Nicole Muñoz,Sarah Lind,English,Canada,Drama Fantasy Romance,fetching cody,David Ray Nicole Muñoz Sarah Lind Drama Fantasy Romance fetching cody,fetching cody English Drama Fantasy Romance
Dave Rodriguez,Chazz Palminteri,Michael Rapaport,English,USA,Comedy Drama,once upon a time in queens,Dave Rodriguez Chazz Palminteri Michael Rapaport Comedy Drama once upon a time in queens,once upon a time in queens English Comedy Drama
Nae Caranfil,Monica Barladeanu,Joe Armstrong,English,Romania,Comedy Drama,closer to the moon,Nae Caranfil Monica Barladeanu Joe Armstrong Comedy Drama closer to the moon,closer to the moon English Comedy Drama
David Winning,Ashanti,Amber Marshall,English,Canada,Sci-Fi,mutant world,David Winning Ashanti Amber Marshall Sci-Fi mutant world,mutant world English Sci-Fi
Timothy Woodward Jr.,Katrina Law,Johnny Messner,English,USA,Action Crime Thriller,checkmate,Timothy Woodward Jr. Katrina Law Johnny Messner Action Crime Thriller checkmate,checkmate English Action Crime Thriller
Christopher McQuarrie,Tom Cruise,Robert Duvall,English,USA,Action Crime Mystery Thriller,jack reacher,Christopher McQuarrie Tom Cruise Robert Duvall Action Crime Mystery Thriller jack reacher,jack reacher English Action Crime Mystery Thriller
Tara Subkoff,Timothy Hutton,Balthazar Getty,English,USA,Drama Horror Mystery Thriller,#horror,Tara Subkoff Timothy Hutton Balthazar Getty Drama Horror Mystery Thriller #horror,#horror English Drama Horror Mystery Thriller
Russell Friedenberg,Rudy Youngblood,Glen Powell,English,USA,Action Horror Thriller,wind walkers,Russell Friedenberg Rudy Youngblood Glen Powell Action Horror Thriller wind walkers,wind walkers English Action Horror Thriller
William Cottrell,Adriana Caselotti,Billy Gilbert,English,USA,Animation Family Fantasy Musical,snow white and the seven dwarfs,William Cottrell Adriana Caselotti Billy Gilbert Animation Family Fantasy Musical snow white and the seven dwarfs,snow white and the seven dwarfs English Animation Family Fantasy Musical
Lucrecia Martel,Mía Maestro,Mercedes Morán,Spanish,Argentina,Drama,the holy girl,Lucrecia Martel Mía Maestro Mercedes Morán Drama the holy girl,the holy girl Spanish Drama
Edward Dmytryk,Brigitte Bardot,Woody Strode,English,UK,Western,shalako,Edward Dmytryk Brigitte Bardot Woody Strode Western shalako,shalako English Western
Zak Penn,Zak Penn,Gabriel Beristain,English,UK,Adventure Comedy Horror,incident at loch ness,Zak Penn Zak Penn Gabriel Beristain Adventure Comedy Horror incident at loch ness,incident at loch ness English Adventure Comedy Horror
Alex Ranarivelo,Lea Thompson,Christina Moore,English,USA,Drama,the dog lover,Alex Ranarivelo Lea Thompson Christina Moore Drama the dog lover,the dog lover English Drama
Jon Knautz,Camren Bicondova,Adam DiMarco,English,Canada,Horror Thriller,girl house,Jon Knautz Camren Bicondova Adam DiMarco Horror Thriller girl house,girl house English Horror Thriller
Mathieu Amalric,Mathieu Amalric,Léa Drucker,French,France,Crime Romance Thriller,the blue room,Mathieu Amalric Mathieu Amalric Léa Drucker Crime Romance Thriller the blue room,the blue room French Crime Romance Thriller
David Worth,Jessica Szohr,Jonathan Mangum,English,USA,Horror Thriller,house at the end of the drive,David Worth Jessica Szohr Jonathan Mangum Horror Thriller house at the end of the drive,house at the end of the drive English Horror Thriller
Leslie H. Martinson,Burgess Meredith,Cesar Romero,English,USA,Adventure Comedy Family,batman: the movie,Leslie H. Martinson Burgess Meredith Cesar Romero Adventure Comedy Family batman: the movie,batman: the movie English Adventure Comedy Family
Guy Ritchie,Jason Statham,Jason Flemyng,English,UK,Comedy Crime,"lock, stock and two smoking barrels","Guy Ritchie Jason Statham Jason Flemyng Comedy Crime lock, stock and two smoking barrels","lock, stock and two smoking barrels English Comedy Crime"
Robert M. Young,Barry Corbin,Bruce McGill,English,USA,Western,the ballad of gregorio cortez,Robert M. Young Barry Corbin Bruce McGill Western the ballad of gregorio cortez,the ballad of gregorio cortez English Western
unknown,Karl Malden,Michael Douglas,English,USA,Action Crime Drama Mystery,the streets of san francisco            ,unknown Karl Malden Michael Douglas Action Crime Drama Mystery the streets of san francisco            ,the streets of san francisco             English Action Crime Drama Mystery
Thomas Vinterberg,Ulrich Thomsen,Paprika Steen,Danish,Denmark,Drama,the celebration,Thomas Vinterberg Ulrich Thomsen Paprika Steen Drama the celebration,the celebration Danish Drama
Steve Buscemi,Steve Buscemi,Debi Mazar,English,USA,Comedy Drama,trees lounge,Steve Buscemi Steve Buscemi Debi Mazar Comedy Drama trees lounge,trees lounge English Comedy Drama
Ham Tran,Long Nguyen,Kieu Chinh,Vietnamese,USA,Drama,journey from the fall,Ham Tran Long Nguyen Kieu Chinh Drama journey from the fall,journey from the fall Vietnamese Drama
Rich Cowan,Eric Dane,Karen Allen,English,USA,Drama,the basket,Rich Cowan Eric Dane Karen Allen Drama the basket,the basket English Drama
Boris Rodriguez,Stephen McHattie,Thure Lindhardt,English,Canada,Comedy Horror,eddie: the sleepwalking cannibal,Boris Rodriguez Stephen McHattie Thure Lindhardt Comedy Horror eddie: the sleepwalking cannibal,eddie: the sleepwalking cannibal English Comedy Horror
Harold Becker,Bruce Willis,Miko Hughes,English,USA,Action Crime Drama Thriller,mercury rising,Harold Becker Bruce Willis Miko Hughes Action Crime Drama Thriller mercury rising,mercury rising English Action Crime Drama Thriller
unknown,James Morrison,Tucker Smallwood,English,USA,Drama Sci-Fi,space: above and beyond            ,unknown James Morrison Tucker Smallwood Drama Sci-Fi space: above and beyond            ,space: above and beyond             English Drama Sci-Fi
Sadyk Sher-Niyaz,Elina Abai Kyzy,Aziz Muradillayev,English,Kyrgyzstan,Action Biography Drama History,queen of the mountains,Sadyk Sher-Niyaz Elina Abai Kyzy Aziz Muradillayev Action Biography Drama History queen of the mountains,queen of the mountains English Action Biography Drama History
Paul Donovan,Maury Chaykin,Lenore Zann,English,Canada,Action Sci-Fi,def-con 4,Paul Donovan Maury Chaykin Lenore Zann Action Sci-Fi def-con 4,def-con 4 English Action Sci-Fi
Jonathan Kesselman,Judy Greer,Adam Goldberg,English,USA,Comedy,the hebrew hammer,Jonathan Kesselman Judy Greer Adam Goldberg Comedy the hebrew hammer,the hebrew hammer English Comedy
Arjun Sablok,Abhishek Bachchan,Uday Chopra,English,India,Comedy Musical Romance,neal 'n' nikki,Arjun Sablok Abhishek Bachchan Uday Chopra Comedy Musical Romance neal 'n' nikki,neal 'n' nikki English Comedy Musical Romance
Craig Moss,Noureen DeWulf,Bryan Callen,English,USA,Comedy,the 41-year-old virgin who knocked up sarah marshall and felt superbad about it,Craig Moss Noureen DeWulf Bryan Callen Comedy the 41-year-old virgin who knocked up sarah marshall and felt superbad about it,the 41-year-old virgin who knocked up sarah marshall and felt superbad about it English Comedy
Tyler Oliver,Bella Thorne,Chloe Bridges,English,USA,Horror Romance Thriller,forget me not,Tyler Oliver Bella Thorne Chloe Bridges Horror Romance Thriller forget me not,forget me not English Horror Romance Thriller
Steve Miner,Betsy Palmer,Adrienne King,English,USA,Horror Mystery Thriller,friday the 13th part 2,Steve Miner Betsy Palmer Adrienne King Horror Mystery Thriller friday the 13th part 2,friday the 13th part 2 English Horror Mystery Thriller
Billy Wilder,Ray Milland,Jane Wyman,English,USA,Drama Film-Noir,the lost weekend,Billy Wilder Ray Milland Jane Wyman Drama Film-Noir the lost weekend,the lost weekend English Drama Film-Noir
Douglas Cheek,Daniel Stern,John Heard,English,USA,Horror Sci-Fi,c.h.u.d.,Douglas Cheek Daniel Stern John Heard Horror Sci-Fi c.h.u.d.,c.h.u.d. English Horror Sci-Fi
Youssef Delara,Noel Gugliemi,Jenni Rivera,English,USA,Drama Music,filly brown,Youssef Delara Noel Gugliemi Jenni Rivera Drama Music filly brown,filly brown English Drama Music
Deryck Broom,Vic Mignogna,Omar Benson Miller,English,USA,Animation,the lion of judah,Deryck Broom Vic Mignogna Omar Benson Miller Animation the lion of judah,the lion of judah English Animation
Henry Hathaway,Joseph Cotten,Jean Peters,English,USA,Crime Film-Noir Thriller,niagara,Henry Hathaway Joseph Cotten Jean Peters Crime Film-Noir Thriller niagara,niagara English Crime Film-Noir Thriller
John Ford,Roddy McDowall,Walter Pidgeon,English,USA,Drama Family,how green was my valley,John Ford Roddy McDowall Walter Pidgeon Drama Family how green was my valley,how green was my valley English Drama Family
unknown,Mary Lynn Rajskub,Riley Keough,English,USA,Drama,the girlfriend experience            ,unknown Mary Lynn Rajskub Riley Keough Drama the girlfriend experience            ,the girlfriend experience             English Drama
Spike Lee,Rami Malek,Elvis Nolasco,English,USA,Comedy Romance Thriller,da sweet blood of jesus,Spike Lee Rami Malek Elvis Nolasco Comedy Romance Thriller da sweet blood of jesus,da sweet blood of jesus English Comedy Romance Thriller
Steven Soderbergh,Peter Gallagher,Laura San Giacomo,English,USA,Drama,"sex, lies, and videotape","Steven Soderbergh Peter Gallagher Laura San Giacomo Drama sex, lies, and videotape","sex, lies, and videotape English Drama"
James Wan,Michael Emerson,Monica Potter,English,USA,Horror Mystery Thriller,saw,James Wan Michael Emerson Monica Potter Horror Mystery Thriller saw,saw English Horror Mystery Thriller
Jay Chandrasekhar,Geoffrey Arend,Daniel von Bargen,English,USA,Comedy Crime Mystery,super troopers,Jay Chandrasekhar Geoffrey Arend Daniel von Bargen Comedy Crime Mystery super troopers,super troopers English Comedy Crime Mystery
Giovanni Zelko,Zuhair Haddad,Harry Lennix,English,USA,Action Romance Thriller,the algerian,Giovanni Zelko Zuhair Haddad Harry Lennix Action Romance Thriller the algerian,the algerian English Action Romance Thriller
Claudia Sainte-Luce,Ximena Ayala,Vera Wilson,Spanish,Mexico,Comedy Drama,the amazing catfish,Claudia Sainte-Luce Ximena Ayala Vera Wilson Comedy Drama the amazing catfish,the amazing catfish Spanish Comedy Drama
Scott Derrickson,Keanu Reeves,Jon Hamm,English,USA,Drama Sci-Fi Thriller,the day the earth stood still,Scott Derrickson Keanu Reeves Jon Hamm Drama Sci-Fi Thriller the day the earth stood still,the day the earth stood still English Drama Sci-Fi Thriller
Mira Nair,Naseeruddin Shah,Randeep Hooda,Hindi,India,Comedy Drama Romance,monsoon wedding,Mira Nair Naseeruddin Shah Randeep Hooda Comedy Drama Romance monsoon wedding,monsoon wedding Hindi Comedy Drama Romance
Kenneth Lonergan,Matthew Broderick,Rory Culkin,English,USA,Drama,you can count on me,Kenneth Lonergan Matthew Broderick Rory Culkin Drama you can count on me,you can count on me English Drama
Alfred Hitchcock,Jerry Mathers,John Forsythe,English,USA,Comedy Mystery Romance,the trouble with harry,Alfred Hitchcock Jerry Mathers John Forsythe Comedy Mystery Romance the trouble with harry,the trouble with harry English Comedy Mystery Romance
Paul McGuigan,Bruce Willis,Morgan Freeman,English,Germany,Crime Drama Mystery Thriller,lucky number slevin,Paul McGuigan Bruce Willis Morgan Freeman Crime Drama Mystery Thriller lucky number slevin,lucky number slevin English Crime Drama Mystery Thriller
Jamie Babbit,Natasha Lyonne,Clea DuVall,English,USA,Comedy Drama,but i'm a cheerleader,Jamie Babbit Natasha Lyonne Clea DuVall Comedy Drama but i'm a cheerleader,but i'm a cheerleader English Comedy Drama
David Boyd,Vivica A. Fox,Drew Waters,English,USA,Drama Sport,home run,David Boyd Vivica A. Fox Drew Waters Drama Sport home run,home run English Drama Sport
Quentin Tarantino,Quentin Tarantino,Steve Buscemi,English,USA,Crime Drama Thriller,reservoir dogs,Quentin Tarantino Quentin Tarantino Steve Buscemi Crime Drama Thriller reservoir dogs,reservoir dogs English Crime Drama Thriller
Walter Lang,Spring Byington,Nigel Bruce,English,USA,Drama Family Fantasy,the blue bird,Walter Lang Spring Byington Nigel Bruce Drama Family Fantasy the blue bird,the blue bird English Drama Family Fantasy
Sergio Leone,Clint Eastwood,Luigi Pistilli,Italian,Italy,Western,"the good, the bad and the ugly","Sergio Leone Clint Eastwood Luigi Pistilli Western the good, the bad and the ugly","the good, the bad and the ugly Italian Western"
Anna Muylaert,Alex Huszar,Regina Casé,Portuguese,Brazil,Comedy Drama,the second mother,Anna Muylaert Alex Huszar Regina Casé Comedy Drama the second mother,the second mother Portuguese Comedy Drama
Steve Taylor,Jason Marsden,Marshall Allman,English,USA,Comedy Drama,blue like jazz,Steve Taylor Jason Marsden Marshall Allman Comedy Drama blue like jazz,blue like jazz English Comedy Drama
Kurt Voss,Lemmy,Coyote Shivers,English,USA,Comedy Music,down and out with the dolls,Kurt Voss Lemmy Coyote Shivers Comedy Music down and out with the dolls,down and out with the dolls English Comedy Music
Léa Pool,unknown,unknown,English,Canada,Documentary,"pink ribbons, inc.","Léa Pool unknown unknown Documentary pink ribbons, inc.","pink ribbons, inc. English Documentary"
James David Pasternak,Robin Williams,Sarah Silverman,English,USA,Comedy Documentary,certifiably jonathan,James David Pasternak Robin Williams Sarah Silverman Comedy Documentary certifiably jonathan,certifiably jonathan English Comedy Documentary
